ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
10225801,HY412920,09/06/2015 03:30:00 PM,015XX W RANDOLPH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,PARK PROPERTY,TRUE,FALSE,1224,12,27,28,18,1166342,1901369,2015,02/10/2018 03:50:01 PM,41.88493299,-87.66462131,"(41.884932988, -87.664621314)",41,14917,29,63,46,44,15,92
10225802,HY412988,09/06/2015 02:00:00 AM,029XX W ARTHUR AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2412,24,50,2,08B,1155629,1942977,2015,02/10/2018 03:50:01 PM,41.99933059,-87.70283738,"(41.999330586, -87.702837382)",42,22528,20,40,27,12,11,46
10225803,HY413096,09/06/2015 05:56:00 PM,021XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1012,10,24,29,18,1150047,1889287,2015,02/10/2018 03:50:01 PM,41.85211143,-87.72477395,"(41.852111428, -87.724773947)",36,21569,30,752,14,57,21,156
10225804,HY413075,09/06/2015 05:56:00 PM,016XX W OGDEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1224,12,2,28,18,1165413,1899482,2015,02/10/2018 03:50:01 PM,41.87977472,-87.66808645,"(41.879774724, -87.668086452)",48,21184,29,90,46,28,15,92
10225805,HY412921,09/05/2015 05:00:00 PM,030XX S ST LOUIS AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,1032,10,22,30,04B,1153518,1884123,2015,02/10/2018 03:50:01 PM,41.83787258,-87.71217141,"(41.837872578, -87.71217141)",14,21569,32,312,28,57,21,166
10225806,HY413040,09/06/2015 03:00:00 PM,012XX W GREENLEAF AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2423,24,49,1,7,1166921,1947102,2015,02/10/2018 03:50:01 PM,42.01041398,-87.66117814,"(42.010413978, -87.661178143)",3,21853,10,267,5,9,11,37
10225807,HY413168,09/02/2015 08:00:00 PM,016XX W CHASE AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2423,24,49,1,6,1164230,1948324,2015,02/10/2018 03:50:01 PM,42.01382472,-87.6710445,"(42.01382472, -87.671044502)",3,21853,10,489,5,9,11,37
10225808,HY413112,09/06/2015 04:30:00 PM,002XX N LATROBE AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1523,15,28,25,08B,1141337,1901124,2015,02/10/2018 03:50:01 PM,41.88475866,-87.75645051,"(41.884758658, -87.756450511)",11,22216,26,674,23,32,25,84
10225809,HY413184,09/05/2015 09:00:00 PM,021XX S ALLPORT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1235,12,25,31,14,1168363,1890056,2015,02/10/2018 03:50:01 PM,41.85384576,-87.65752698,"(41.85384576, -87.657526977)",8,14920,33,365,26,43,15,158
10225810,HY413066,09/06/2015 06:20:00 PM,032XX W WASHINGTON BLVD,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,1123,11,28,27,26,1154827,1900500,2015,02/10/2018 03:50:01 PM,41.88278681,-87.7069296,"(41.882786809, -87.706929604)",11,21572,28,176,23,30,16,86
10225811,HY413080,09/06/2015 06:30:00 PM,028XX S SACRAMENTO AVE,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,1033,10,12,30,08B,1156822,1885102,2015,02/10/2018 03:50:01 PM,41.84049286,-87.70002096,"(41.840492863, -87.700020957)",29,14920,32,124,14,57,21,160
10225812,HY413076,09/06/2015 06:35:00 PM,012XX W 18TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,1233,12,25,31,04A,1168567,1891552,2015,02/10/2018 03:50:01 PM,41.8579465,-87.65673496,"(41.857946504, -87.656734956)",8,14920,33,365,26,43,15,150
10225813,HY413049,09/04/2015 11:30:00 PM,011XX W RANDOLPH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1224,12,27,28,6,1168715,1901182,2015,02/10/2018 03:50:01 PM,41.88436877,-87.65591275,"(41.884368773, -87.655912748)",41,14917,29,63,46,44,15,92
10225814,HY413131,09/06/2015 05:58:00 PM,031XX W NORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,TRUE,FALSE,1421,14,26,23,15,1154980,1910462,2015,02/10/2018 03:50:01 PM,41.9101204,-87.70610035,"(41.9101204, -87.706100347)",10,22535,25,301,49,4,7,62
11227513,JB137941,09/01/2017 09:00:00 AM,030XX W HARRISON ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1134,11,28,27,17,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
10225815,HY413120,09/06/2015 06:33:00 PM,105XX S CHURCH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,2212,22,19,72,26,1168185,1834911,2015,02/10/2018 03:50:01 PM,41.70252487,-87.65976567,"(41.702524872, -87.659765669)",33,22212,71,630,42,13,9,257
10225816,HY413154,09/06/2015 07:44:00 PM,012XX N KARLOV AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2534,25,37,23,18,1148827,1907785,2015,02/10/2018 03:50:01 PM,41.90289569,-87.7287735,"(41.90289569, -87.728773495)",4,4299,24,286,45,5,6,194
10225817,HY413123,09/06/2015 07:15:00 PM,015XX S SPRINGFIELD AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,1014,10,24,29,04A,1150629,1892241,2015,02/10/2018 03:50:01 PM,41.86020622,-87.7225607,"(41.860206224, -87.722560704)",36,21569,30,33,14,57,21,156
10225818,HY413142,09/06/2015 07:50:00 PM,055XX S RACINE AVE,810,THEFT,OVER $500,CTA BUS,TRUE,FALSE,713,7,16,67,6,1169264,1868044,2015,02/10/2018 03:50:01 PM,41.79342313,-87.65485799,"(41.793423126, -87.654857985)",19,22257,65,297,2,23,17,266
10225819,HY413093,09/06/2015 06:45:00 PM,057XX S SHIELDS AVE,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,711,7,20,68,08B,1174946,1867025,2015,02/10/2018 03:50:01 PM,41.79050194,-87.63405307,"(41.79050194, -87.634053068)",53,21559,66,166,4,11,17,135
10225820,HY413192,09/06/2015 01:00:00 PM,069XX S THROOP ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,734,7,17,67,6,1168854,1858850,2015,02/10/2018 03:50:01 PM,41.76820254,-87.65662673,"(41.768202542, -87.656626733)",17,22257,65,21,32,23,17,216
10225821,HY413148,09/06/2015 07:35:00 PM,029XX N TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1411,14,1,21,08B,1158203,1919327,2015,02/10/2018 03:50:01 PM,41.93438134,-87.6940175,"(41.934381336, -87.694017503)",24,21538,22,467,20,39,7,174
10225822,HY413146,09/06/2015 07:30:00 PM,105XX S MORGAN ST,320,ROBBERY,STRONGARM - NO WEAPON,PARK PROPERTY,FALSE,FALSE,2232,22,34,73,3,1171519,1834893,2015,09/17/2015 11:37:18 AM,41.70240327,-87.64755796,"(41.702403273, -87.647557963)",45,22212,72,595,22,13,9,253
10225823,HY413133,09/06/2015 07:20:00 PM,093XX S NORMAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2223,22,21,73,08B,1174606,1843043,2015,02/10/2018 03:50:01 PM,41.72470002,-87.63601254,"(41.724700019, -87.636012538)",18,21554,72,631,13,59,9,243
10225825,HY412974,09/06/2015 02:00:00 PM,026XX W PERSHING RD,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,911,9,12,58,6,1159428,1878696,2015,02/10/2018 03:50:01 PM,41.82286093,-87.69063379,"(41.822860928, -87.690633793)",29,22248,55,641,1,56,23,110
10225826,HY413149,09/06/2015 07:40:00 PM,052XX W ADAMS ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1522,15,29,25,18,1141570,1898832,2015,02/10/2018 03:50:01 PM,41.87846482,-87.75565154,"(41.878464822, -87.755651544)",52,22216,26,68,7,32,25,97
10225827,HY413183,09/06/2015 08:07:00 PM,004XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1122,11,27,23,18,1149645,1902711,2015,09/17/2015 11:37:18 AM,41.88895625,-87.72590076,"(41.888956249, -87.725900757)",11,21572,24,99,45,30,16,68
10225828,HY413206,09/06/2015 08:30:00 PM,019XX W ARMITAGE AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1432,14,32,22,6,1162901,1913309,2015,02/10/2018 03:50:01 PM,41.91777013,-87.6769217,"(41.917770131, -87.676921697)",16,21560,23,179,40,4,7,192
10225829,HY413107,09/06/2015 06:35:00 PM,0000X W TERMINAL ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,1651,16,41,76,08B,1100317,1935229,2015,02/10/2018 03:50:01 PM,41.9790063,-87.90646316,"(41.979006297, -87.906463155)",34,16197,75,668,29,38,12,3
10225830,HY413176,09/05/2015 06:00:00 PM,006XX W 47TH ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,925,9,11,61,5,1172831,1873725,2015,02/10/2018 03:50:01 PM,41.80893438,-87.6416105,"(41.808934381, -87.641610504)",26,14924,59,123,48,37,23,106
10225831,HY413175,09/06/2015 06:00:00 PM,015XX N BELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,7,1161128,1910102,2015,02/10/2018 03:50:01 PM,41.90900694,-87.68352504,"(41.909006943, -87.683525037)",24,21560,25,516,41,4,7,200
10225832,HY413165,09/06/2015 07:32:00 PM,002XX N LOCKWOOD AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1523,15,28,25,18,1141004,1901125,2015,02/10/2018 03:50:01 PM,41.88476754,-87.75767333,"(41.884767539, -87.757673329)",11,22216,26,674,23,32,25,84
10225833,HY413193,09/06/2015 07:10:00 PM,131XX S ST LAWRENCE AVE,460,BATTERY,SIMPLE,CHA APARTMENT,FALSE,TRUE,533,5,9,54,08B,1182580,1818377,2015,02/10/2018 03:50:01 PM,41.6568322,-87.60756527,"(41.656832201, -87.607565273)",30,4460,51,9,43,47,10,221
10225834,HY413134,09/06/2015 05:00:00 PM,022XX N WESTERN AVE,810,THEFT,OVER $500,GAS STATION,FALSE,FALSE,1432,14,32,22,6,1159999,1914757,2015,02/10/2018 03:50:01 PM,41.921804,-87.6875437,"(41.921804003, -87.687543701)",24,22535,23,323,41,1,7,184
11223717,JB141803,02/04/2018 03:25:00 PM,044XX W WASHINGTON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,FALSE,FALSE,1113,11,28,26,11,,,2018,02/11/2018 03:57:41 PM,,,,,,,,,,,
10225836,HY413212,09/06/2015 08:45:00 PM,012XX N CLEVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1821,18,27,8,14,1172684,1908346,2015,02/10/2018 03:50:01 PM,41.90394031,-87.64112596,"(41.903940309, -87.641125958)",41,14926,37,309,46,54,14,198
10225837,HY413155,09/06/2015 08:09:00 PM,103XX S MICHIGAN AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,49,08B,1178963,1836612,2015,02/10/2018 03:50:01 PM,41.70695455,-87.62024806,"(41.706954549, -87.620248055)",30,21861,45,236,43,19,10,256
10225838,HY413222,09/06/2015 08:47:00 PM,073XX S DAMEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,735,7,17,67,18,1164292,1856082,2015,02/10/2018 03:50:01 PM,41.76070404,-87.67342651,"(41.760704042, -87.673426505)",17,22257,65,433,31,23,17,7
10225839,HY413191,09/06/2015 08:25:00 PM,041XX W WEST END AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,TRUE,FALSE,1114,11,28,26,18,1148867,1900654,2015,02/10/2018 03:50:01 PM,41.88332669,-87.72881112,"(41.883326693, -87.728811116)",11,21572,27,659,23,30,16,83
10225840,HY413115,09/06/2015 06:35:00 PM,117XX S ELIZABETH ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,524,5,34,53,08B,1170109,1826864,2015,02/10/2018 03:50:01 PM,41.68040109,-87.65295322,"(41.680401088, -87.652953221)",45,22212,50,642,22,13,10,220
10225841,HY413095,09/06/2015 06:50:00 PM,105XX S EWING AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,432,4,10,52,08B,1202174,1835580,2015,02/10/2018 03:50:01 PM,41.70356379,-87.5352864,"(41.703563787, -87.535286398)",47,21202,49,602,47,25,19,247
10225843,HY413233,09/06/2015 09:05:00 PM,024XX N KILBOURN AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,2521,25,31,20,18,1145974,1916079,2015,02/10/2018 03:50:01 PM,41.92570996,-87.7390421,"(41.925709963, -87.739042101)",7,22615,21,439,17,2,6,181
10225844,HY413209,09/06/2015 08:50:00 PM,012XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,131,1,2,33,18,1176963,1894862,2015,02/10/2018 03:50:01 PM,41.86684367,-87.62581667,"(41.866843668, -87.625816668)",48,14913,34,374,9,35,22,94
10225845,HY413144,09/06/2015 07:26:00 PM,032XX W CERMAK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,FALSE,FALSE,1022,10,24,30,11,1155271,1889197,2015,02/10/2018 03:50:01 PM,41.85176126,-87.70560272,"(41.851761264, -87.705602716)",36,21569,32,201,14,57,21,152
10225846,HY412331,09/06/2015 02:34:00 AM,007XX N WABASH AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1833,18,42,8,08A,1176598,1905516,2015,02/10/2018 03:50:01 PM,41.89608709,-87.62683463,"(41.89608709, -87.626834633)",22,21182,37,626,36,6,14,71
10225848,HY413197,09/06/2015 08:34:00 PM,021XX N PULASKI RD,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,2525,25,30,20,04A,1149369,1913810,2015,02/10/2018 03:50:01 PM,41.91941837,-87.72662607,"(41.919418374, -87.726626066)",27,22615,23,73,49,1,6,187
10225849,HY413216,09/06/2015 08:45:00 PM,015XX S HARDING AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1014,10,24,29,19,1150300,1892132,2015,02/10/2018 03:50:01 PM,41.85991353,-87.72377123,"(41.859913531, -87.723771229)",36,21569,30,33,14,57,21,156
10225850,HY413160,09/06/2015 07:49:00 PM,062XX S WASHTENAW AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,825,8,15,66,18,1159449,1863111,2015,02/10/2018 03:50:01 PM,41.78009322,-87.69098403,"(41.780093221, -87.690984029)",44,21867,64,111,2,58,13,274
10225852,HY412939,09/06/2015 03:23:00 PM,024XX N KEDZIE BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,FALSE,FALSE,1413,14,35,22,7,1154631,1915981,2015,02/10/2018 03:50:01 PM,41.92527199,-87.70723442,"(41.925271994, -87.707234423)",10,22535,23,72,40,1,7,182
10225853,HY413187,09/05/2015 10:00:00 PM,021XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1431,14,1,22,6,1158726,1914009,2015,02/10/2018 03:50:01 PM,41.91977765,-87.6922416,"(41.919777647, -87.692241601)",24,22535,23,294,41,1,7,184
10225854,HY413181,09/06/2015 08:05:00 PM,003XX N KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1114,11,28,26,18,1148337,1901624,2015,02/10/2018 03:50:01 PM,41.88599871,-87.73073232,"(41.885998709, -87.730732316)",11,21572,27,659,23,30,16,83
10225856,HY413250,09/06/2015 09:04:00 PM,030XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,823,8,15,66,18,1157031,1862702,2015,02/10/2018 03:50:01 PM,41.77902009,-87.6998599,"(41.779020089, -87.6998599)",44,21867,64,319,31,58,13,276
10225858,HY413127,09/06/2015 07:00:00 PM,052XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2011,20,40,4,6,1158514,1934867,2015,02/10/2018 03:50:01 PM,41.97701762,-87.69244749,"(41.977017622, -87.692447486)",46,21849,6,29,24,20,2,57
10225859,HY413141,09/06/2015 07:15:00 PM,089XX S BUFFALO AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,TRUE,424,4,10,46,04A,1199595,1846393,2015,02/10/2018 03:50:01 PM,41.73330075,-87.54436709,"(41.733300748, -87.544367092)",47,21202,42,175,47,25,19,239
10225860,HY413105,09/06/2015 07:03:00 PM,079XX S INGLESIDE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,TRUE,624,6,8,44,04A,1183940,1852521,2015,02/10/2018 03:50:01 PM,41.75049612,-87.60152721,"(41.750496123, -87.601527212)",9,21546,40,247,35,61,20,227
10225861,HY413196,09/06/2015 08:10:00 PM,084XX S EXCHANGE AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,423,4,10,46,08B,1197282,1849649,2015,02/10/2018 03:50:01 PM,41.74229334,-87.55273235,"(41.742293339, -87.552732349)",47,21202,42,226,47,25,19,238
10225863,HY413177,09/06/2015 08:20:00 PM,023XX S TRUMBULL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1024,10,22,30,08B,1153734,1888279,2015,02/10/2018 03:50:01 PM,41.84927286,-87.71126834,"(41.849272857, -87.711268342)",14,21569,32,755,28,57,21,130
10225865,HY413230,09/06/2015 10:30:00 AM,017XX W 77TH ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,611,6,17,71,5,1165911,1853631,2015,02/10/2018 03:50:01 PM,41.75394392,-87.6675623,"(41.753943923, -87.667562298)",17,21554,70,573,31,59,20,231
10225866,HY413156,09/06/2015 07:50:00 PM,012XX W 81ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,TRUE,612,6,21,71,14,1169588,1851075,2015,02/10/2018 03:50:01 PM,41.74685104,-87.65416127,"(41.746851042, -87.654161269)",18,21554,70,575,13,59,20,230
10225867,HY413126,09/06/2015 07:10:00 PM,082XX S INGLESIDE AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,631,6,8,44,08A,1183998,1850583,2015,02/10/2018 03:50:01 PM,41.74517669,-87.60137509,"(41.745176694, -87.601375088)",9,21546,40,141,35,61,20,235
10225869,HY413128,08/26/2015 10:00:00 AM,078XX S ADA ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,612,6,17,71,11,1168802,1852756,2015,02/10/2018 03:50:01 PM,41.75148093,-87.65699296,"(41.751480925, -87.656992959)",17,21554,70,575,31,59,20,230
10225870,HY413169,09/06/2015 08:00:00 PM,032XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1925,19,44,6,6,1171684,1921595,2015,02/10/2018 03:50:01 PM,41.94031827,-87.64440819,"(41.940318272, -87.644408194)",38,4449,57,730,25,22,5,18
10225872,HY412435,09/06/2015 05:23:00 AM,036XX N CLARK ST,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,FALSE,1923,19,44,6,3,1168183,1924385,2015,02/10/2018 03:50:01 PM,41.94805064,-87.65719458,"(41.948050641, -87.657194575)",38,21186,57,691,25,53,5,12
10225873,HY413240,09/06/2015 09:10:00 PM,007XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1132,11,24,26,18,1149825,1896664,2015,02/10/2018 03:50:01 PM,41.87235911,-87.72539703,"(41.872359113, -87.725397029)",36,21572,27,703,14,30,16,142
10225874,HY413261,09/06/2015 09:00:00 PM,132XX S ST LAWRENCE AVE,460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,FALSE,FALSE,533,5,9,54,08B,1182590,1817526,2015,09/17/2015 11:37:18 AM,41.6544967,-87.6075549,"(41.654496696, -87.6075549)",30,4460,51,10,43,47,10,221
10225875,HY413221,09/06/2015 06:30:00 PM,108XX S WENTWORTH AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,513,5,34,49,08B,1176864,1833246,2015,02/10/2018 03:50:01 PM,41.69776521,-87.62803548,"(41.697765205, -87.628035475)",45,21861,45,524,22,19,10,260
10225876,HY413260,09/06/2015 09:45:00 PM,056XX W FULLERTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2515,25,30,19,18,1138435,1915394,2015,02/10/2018 03:50:01 PM,41.92397029,-87.76676114,"(41.923970287, -87.766761144)",27,22615,19,58,21,2,6,133
10225877,HY413098,09/06/2015 03:15:00 PM,011XX S HAMILTON AVE,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,JAIL / LOCK-UP FACILITY,FALSE,FALSE,1225,12,2,28,08B,1162121,1895023,2015,02/10/2018 03:50:01 PM,41.86760821,-87.68029878,"(41.867608211, -87.680298775)",48,21184,29,5,46,28,15,139
10225878,HY413202,09/06/2015 08:00:00 PM,014XX W POLK ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1231,12,25,28,5,1166708,1896540,2015,02/10/2018 03:50:01 PM,41.871674,-87.66341572,"(41.871673998, -87.663415724)",8,14917,29,758,23,44,15,136
10225879,HY413249,09/06/2015 09:00:00 PM,051XX S MAY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,934,9,16,61,18,1169522,1870810,2015,02/10/2018 03:50:01 PM,41.80100775,-87.65383175,"(41.801007749, -87.653831748)",19,14924,59,791,4,37,23,127
10225880,HY413282,09/06/2015 10:19:13 PM,115XX S ELIZABETH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,524,5,34,53,20,1170067,1828229,2015,02/10/2018 03:50:01 PM,41.68414779,-87.65306751,"(41.684147786, -87.653067509)",45,22212,50,642,22,13,10,220
10225881,HY413255,09/06/2015 09:30:00 PM,036XX N SACRAMENTO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1733,17,33,16,08B,1155738,1924097,2015,09/17/2015 11:37:18 AM,41.94752063,-87.70294748,"(41.947520634, -87.70294748)",2,21538,16,372,20,39,1,23
10225882,HY413125,09/06/2015 07:30:00 PM,035XX W FLOURNOY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1133,11,24,27,08B,1152897,1896803,2015,02/10/2018 03:50:01 PM,41.87268029,-87.71411462,"(41.872680286, -87.714114615)",36,21572,28,685,14,30,16,141
10225883,HY413215,09/06/2015 09:00:00 PM,005XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,TRUE,FALSE,1831,18,42,8,14,1176273,1904005,2015,02/10/2018 03:50:01 PM,41.89194817,-87.62807389,"(41.891948167, -87.628073894)",22,21182,37,626,36,6,14,74
10225885,HY413200,09/06/2015 08:45:00 PM,011XX W 57TH ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,712,7,16,68,08A,1169499,1866993,2015,02/10/2018 03:50:01 PM,41.79053397,-87.65402671,"(41.790533968, -87.654026714)",19,21559,66,409,2,11,17,261
10225886,HY413173,09/06/2015 08:00:00 PM,066XX S WENTWORTH AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,722,7,6,69,08B,1176103,1860852,2015,02/10/2018 03:50:01 PM,41.77353667,-87.62999581,"(41.773536673, -87.62999581)",31,21559,66,435,32,11,17,201
10225887,HY413287,09/06/2015 10:05:00 PM,012XX S AVERS AVE,1651,GAMBLING,GAME/CARDS,SIDEWALK,TRUE,FALSE,1011,10,24,29,19,1150906,1894180,2015,02/10/2018 03:50:01 PM,41.86552166,-87.72149318,"(41.865521655, -87.721493176)",36,21569,30,33,14,57,21,155
10225889,HY413151,09/06/2015 07:45:00 PM,050XX W DIVISION ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,RESTAURANT,TRUE,FALSE,1531,15,37,25,24,1142338,1907517,2015,02/10/2018 03:50:01 PM,41.90228328,-87.75261575,"(41.902283282, -87.752615751)",4,4299,26,600,45,5,25,69
